,s_lat,s_long
0,-15.968822966780259,64.54714015162324
1,36.749652003176664,341.5924486035561
2,-33.053627050160124,52.71588075598281
3,9.210745185037489,104.37309133182609
4,-19.407789067761577,200.9947407561397
5,82.04275147725511,306.22344646357527
6,19.743335665994493,129.6818305468535
7,24.408506700485404,342.6490447782289
8,5.696453686180942,48.197594265666226
9,-15.474831828478129,72.84489620858537
10,7.789119655386164,29.424553749826075
11,-23.28219182381909,335.685722576786
12,-10.730038861804001,296.0938711753624
13,66.72224336918116,167.11787836803057
14,71.3890042276992,287.64418928637724
15,9.699900879909162,141.7072720187156
16,-9.006020046368398,200.32838035997756
17,-28.57070828567513,117.23097760065806
18,-75.52806969107603,32.93441891280098
19,45.947648620827344,80.19733001958502
20,16.592977910559537,163.65791276184711
21,-61.72916502148263,107.60352935107844
22,60.23024090681562,250.624564833852
23,-87.3200532180354,85.69657405313559
24,-54.181879209329566,265.72990470434274
25,37.718044231469435,3.5932354617747455
26,-73.18995703492655,227.85208564210492
27,-51.97139850538015,327.888512689001
28,8.693792431793488,16.829688339956448
29,88.45266773576078,150.3053965820032
30,-52.04858616394704,185.8426038024423
31,41.78731531233979,196.71946280976502
32,19.048346640033866,69.24542493611594
33,-8.136321769187846,103.23054782429455
34,22.296160388556125,264.7577468613644
35,75.15777680121441,268.922898269955
36,-72.82482585906251,128.15928283336768
37,-6.221356395776169,121.38192691767571
38,-73.97277924705219,174.04949607869457
39,60.70846059381849,16.53959166710461
40,-43.57465441449117,67.18036646501453
41,49.260207907604496,25.412326752851108
42,-17.223838370113388,236.2323004628529
43,22.32456439449311,75.87886689408174
44,64.9110092444607,1.2959225696829413
45,41.75865229387224,131.28244267758848
46,-24.2308455682318,261.9357657246135
47,20.069342625744376,5.7409633016478345
48,-19.10564675779434,84.86023680459186
49,23.848331603048965,7.131397431497211
50,24.663480410717476,301.97252634586135
51,3.511778727591975,11.007224161739844
52,8.590863017496002,219.36857418630763
53,-0.5176796936734188,90.84899944206852
54,-22.07838677193828,82.10786400325372
55,30.477517833848395,203.97054863197258
56,67.53701045363653,2.686064609746328
57,-48.62432271451659,325.97783380793857
58,-83.27104664755865,236.74864276663257
59,-79.45696944776681,135.4465630175289
60,7.029555210694732,157.6248158206184
61,31.07252179552537,37.62048465732483
62,25.13509125384836,92.19400302251988
63,-6.067836879361592,215.96171362053482
64,44.64621452150719,98.62995506787233
65,21.199759643989744,343.3698084026153
66,-20.088257967942408,84.09443114444915
67,39.75718538129112,51.084764577684226
68,-67.85441696031863,33.877373550278534
69,44.06873106964028,99.21139468529975
70,-66.8014926372609,354.0430364204192
71,43.295198554005395,235.875886756435
72,31.90373106689762,143.94716022190113
73,67.67794160306524,218.93835569326765
74,-49.47084550826364,34.57835506336086
75,41.953592630270684,330.67534736641903
76,33.748317310329924,344.0664712222099
77,-26.46031791748939,106.39908419682473
78,-35.82506913913256,301.6342515991428
79,31.79142519052583,333.32086806232854
80,7.661326924879933,67.22407009687879
81,77.08130450776264,310.0416793693895
82,24.577949153239736,262.6907794785223
83,59.25957733032527,9.737764665036845
84,2.3615490437738873,334.9815252017827
85,-28.840562007006636,120.5170617568131
86,53.5214091331219,294.9124056375599
87,-4.670462902820917,78.66679161367463
88,-38.03208318073492,155.2473884315508
89,9.098281386276154,174.87527614632003
90,6.540795893295556,249.64579206685931
91,-38.22307957333006,115.37730684185755
92,-27.21466529923982,50.756432189390026
93,50.1021813247082,44.37065313408589
94,-36.472324352136965,35.85337501606198
95,21.827096828625663,235.3045640917825
96,-67.1101827236974,353.13001840396845
97,77.1131584610093,89.37830247737668
98,-3.4180425327189288,349.54736660767645
99,39.24010209721445,63.75907550008501
100,60.177076322667425,120.24269972008044
101,64.59560426760497,338.73035695638123
102,0.4833415480848254,31.22340661823836
103,-36.835565275190554,166.6607834110355
104,-61.69785756893338,156.17325495319187
105,53.03716691996762,132.9055977293888
106,68.41875634208479,236.4852050237454
107,-21.884007384016336,342.5526745581581
108,-57.02530257778744,72.43494504886742
109,40.37431058903882,7.704772877565436
110,28.739706124503304,278.9413175816753
111,-85.61185271965336,53.92777009578171
112,-46.7526943026912,65.18918270902336
113,-62.81728959868295,225.84338370538282
114,22.825737312027606,342.2617081286961
115,-17.78919504488302,107.16331469940177
116,4.609467277775916,275.38823847852996
117,-17.025397386596946,146.0727594985939
